ingresos,gastos_comunes,pago_coche,gastos_otros,ahorros,vivienda,estado_civil,hijos,trabajo,comprar
5039,1005,217,455,38119,373046,2,3,8,0
4877,936,251,504,38139,372953,2,5,7,1
4961,1069,142,533,37836,374345,1,0,3,1
4904,914,235,591,38420,373473,2,1,7,0
4939,916,170,579,38301,373591,0,5,2,0
4941,962,225,421,38060,373832,1,4,7,1
5021,1069,145,505,38569,373533,0,3,2,1
4870,1065,201,566,38645,373661,1,0,7,1
4896,1019,115,493,38351,372428,0,1,6,0
4903,1031,130,461,39425,374039,1,1,1,0
4892,954,274,515,38322,374243,2,3,1,1
4945,967,181,497,38234,374076,2,2,4,0
4935,896,277,600,39395,374325,2,2,2,0
4912,1001,201,440,37824,372453,1,5,0,1
4984,1002,250,451,37814,373292,2,4,8,0
5026,900,146,517,39477,372604,2,4,2,0
5037,895,203,597,39033,372754,1,2,0,0
5016,901,135,603,39448,373788,2,5,8,0
4908,1020,190,480,38398,373443,1,3,5,0
5040,885,126,443,37935,373787,0,5,5,1
4884,1033,249,565,37974,373562,1,4,5,0
4921,873,276,441,38545,373873,2,1,0,1
4893,1059,255,566,38520,372768,2,3,1,0
5021,1044,176,424,39681,373964,2,2,0,1
4877,941,291,535,38677,373486,2,2,4,0
4947,1045,243,499,39263,374240,1,5,1,1
4922,944,196,550,39728,373365,2,3,4,0
4877,1055,223,505,38301,373582,2,4,8,0
4927,1070,259,541,39007,372444,0,4,4,0
4983,932,254,522,38674,374146,2,4,7,1
4907,905,263,457,37938,373119,0,5,1,1
5019,968,293,462,38926,373067,2,1,8,1
4999,874,115,553,39134,373437,0,3,4,0
4863,892,260,564,37837,373195,2,3,1,1
5020,983,143,509,39197,373407,0,4,0,0
4943,1006,182,463,38696,374022,2,3,8,0
4917,952,194,449,38220,374151,1,1,8,1
4986,1007,188,512,39412,374242,2,0,7,0
5020,1006,150,595,39017,372539,2,4,8,0
5045,885,240,553,38305,374140,0,1,7,0
4938,1012,171,603,38780,373390,2,5,0,0
4997,916,274,499,39675,373953,2,2,4,1
4904,881,186,599,39326,374251,0,0,1,1
4871,942,281,428,39602,373875,2,4,0,1
4889,931,175,598,39621,373904,0,2,1,0
4879,931,188,440,39068,372487,0,1,0,0
4873,988,269,438,39050,373433,2,2,1,1
5016,1054,193,614,38560,373667,1,0,7,1
4893,1044,170,452,38810,372564,1,3,3,1
5055,939,167,505,38012,373746,1,5,1,0
4958,1046,197,587,39115,373901,1,4,4,1
5028,1056,164,514,38484,373338,2,5,8,0
4893,903,157,587,38515,373620,1,3,4,1
4971,938,139,551,38300,373033,1,3,4,1
4988,1013,186,594,39091,372756,2,4,6,0
4936,960,173,561,38367,373528,2,1,2,1
4925,955,182,575,38359,373056,0,2,6,0
4968,936,140,551,39400,373188,2,4,3,1
4918,984,242,513,38740,373805,1,3,3,0
5050,871,311,600,39354,372405,1,5,6,1
4960,985,290,444,38465,374080,1,2,6,0
4902,1063,141,455,38203,372495,2,4,6,1
4933,1068,238,504,39595,372848,2,5,7,0
5010,1033,242,492,38360,372792,1,1,1,0
4864,886,193,570,38271,372760,2,5,5,1
5042,1013,227,602,39711,372932,2,2,6,1
4900,948,199,487,38891,373276,1,4,4,0
5026,984,127,499,38223,373469,2,2,6,1
4869,1065,137,471,38401,373112,0,1,2,1
4980,994,182,550,38281,373562,2,5,2,1
5037,951,251,557,37905,373485,1,3,7,0
4955,960,296,484,39420,373697,0,3,4,1
5047,952,304,455,38737,372918,2,3,8,0
5043,888,138,469,38440,373895,2,3,7,0
4912,954,280,574,38436,374120,0,2,8,1
5040,1030,300,572,38510,373553,1,0,6,1
5039,968,151,534,39602,373018,1,2,7,0
4906,1042,235,609,38954,373593,2,2,0,1
5049,911,280,605,39516,373668,0,1,1,0
4876,1041,240,507,37784,373291,2,2,0,1
4869,884,131,591,39673,372829,1,1,4,0
4923,1052,281,530,37985,373417,1,2,1,1
4868,881,230,569,39351,373053,2,1,7,0
4966,1001,296,546,39444,374259,2,5,6,0
4903,971,214,514,38153,372915,0,5,1,1
5013,992,116,488,38860,374357,0,4,4,0
4863,933,179,551,38091,373846,2,0,3,0
4862,954,269,518,38430,373063,0,3,2,0
4982,918,225,474,39301,373633,0,0,2,1
5022,963,133,562,39248,372764,2,3,8,0
4945,1019,203,450,38623,373714,1,2,1,0
4868,1053,171,511,38765,373701,0,0,3,1
5006,1016,301,552,38636,374301,0,3,4,1
5054,872,313,456,38761,374129,2,4,5,1
4934,1041,297,435,39045,374340,2,1,7,0
4988,1033,212,454,38338,373515,1,4,5,0
4989,976,264,428,37768,374277,1,1,7,1
4912,899,118,602,37906,374005,2,4,8,0
4992,1045,173,485,38149,372599,1,5,2,1
4928,977,220,479,38854,372729,0,3,7,1
4938,981,133,484,38578,372707,1,2,3,1
5015,928,271,533,38998,373807,2,1,3,0
4899,916,278,453,39116,372444,1,3,7,1
4993,942,287,614,39033,374168,0,1,2,0
5057,995,233,560,38882,372451,1,2,1,0
4935,1057,195,420,38937,372660,0,3,0,0
4968,882,272,535,38543,372525,2,5,0,1
5027,957,164,597,38366,374279,0,3,3,1
5027,928,231,597,38420,372719,1,5,5,0
4975,938,261,596,39696,373602,2,2,0,0
4979,1045,218,526,39716,374227,0,1,2,1
4922,886,269,441,38830,373190,1,5,6,0
4993,1069,189,526,38621,373655,2,5,4,0
5035,903,133,609,39359,373654,1,5,0,1
5054,1066,196,480,38246,374222,1,3,5,0
4909,1037,310,619,39047,373990,1,5,1,1
5028,932,115,445,39306,372814,1,4,2,1
4878,987,169,604,38823,372673,0,3,2,0
4883,1058,223,433,38855,372673,2,1,8,0
4881,911,275,524,39391,372810,0,5,7,0
4960,1007,123,610,39062,372820,1,3,7,1
4975,984,164,566,38442,372608,1,3,8,0
4930,984,143,550,39269,374379,1,2,2,1
4952,998,116,448,38833,373550,0,2,2,0
4939,1011,149,490,39207,372902,2,0,7,1
4874,989,182,539,39741,374168,2,0,1,1
5049,1064,176,474,39351,373323,0,1,4,0
4967,923,149,489,38914,373203,2,1,5,0
4980,914,155,424,38364,372734,1,0,2,1
4870,907,204,566,38234,373702,0,4,4,1
4866,913,152,526,38392,372810,1,0,7,0
4990,885,234,524,39369,373569,2,1,1,1
4936,948,292,438,39515,374302,0,5,7,1
4901,962,290,601,39733,373611,2,1,5,0
4964,886,228,544,38550,372865,0,3,4,1
5036,888,202,451,38538,373494,1,4,3,1
4880,985,155,520,38239,373621,2,1,1,0
5012,1029,215,453,39452,373142,1,5,6,0
4923,902,278,542,38493,374333,0,0,2,0
4994,950,306,504,39546,372707,2,3,2,1
4930,911,199,514,38250,373214,1,3,7,0
4947,892,190,498,38747,373483,1,0,3,1
5017,881,125,436,39573,372950,0,5,2,0
4905,1071,299,596,39550,373665,1,2,2,0
4892,871,229,433,38357,372994,0,4,4,1
4861,1064,175,516,38229,372926,0,3,6,0
4986,993,200,435,39433,373422,2,3,5,1
4942,891,274,433,38653,373300,2,2,4,1
4966,874,133,451,38708,372732,2,2,8,1
4919,973,134,566,38934,372822,2,3,8,1
5014,1055,166,465,39724,373266,0,1,2,1
4936,928,257,474,39531,373210,0,3,7,0
4937,973,190,550,38742,373146,2,0,2,0
4894,1004,201,596,37780,372687,1,0,8,1
4889,955,210,469,38940,373552,1,5,3,0
4971,928,289,463,38724,374351,2,4,3,1
4954,879,243,497,39662,372506,1,1,6,1
4978,979,125,470,39068,372462,2,4,1,1
4916,992,159,505,39620,373707,2,4,2,0
4873,870,164,467,38183,374356,1,4,1,1
5060,1033,130,437,38478,373603,2,1,2,0
4948,1053,287,614,38000,373069,2,0,8,1
5053,1071,182,555,39230,372782,2,1,4,1
4970,1058,291,444,38073,372791,2,1,6,1
5009,1061,211,456,37830,373337,1,1,5,0
4962,900,126,609,39693,374194,2,1,8,1
4952,1021,156,460,38215,372938,2,1,2,0
4869,1019,158,454,38642,372650,2,4,3,1
5009,1005,120,538,39234,374330,0,1,6,0
4936,965,248,506,38503,374207,2,5,1,0
5057,971,239,536,38117,372849,2,4,3,1
5014,997,256,617,39538,372737,0,5,0,1
4898,950,310,459,37945,372705,0,4,2,0
4913,894,164,528,38850,372984,0,2,1,0
5001,961,249,539,37984,373620,1,0,6,0
4963,969,123,431,39146,372785,1,4,6,0
5006,927,133,527,38410,374135,1,5,6,0
4994,899,148,568,39376,373392,0,0,8,1
5038,932,181,557,39335,373105,2,3,0,1
4926,1006,208,493,39436,373963,1,1,0,1
4967,1017,297,475,38114,373381,0,4,1,1
4979,994,211,588,39274,373899,1,3,3,0
4990,879,295,511,38914,374338,2,4,5,0
5036,875,126,599,38324,372524,1,2,8,0
4864,973,158,553,39003,374253,0,1,6,0
4975,932,237,506,38011,373723,0,0,2,1
4931,923,114,609,39327,373117,0,5,0,0
5056,935,280,430,38407,372535,2,1,2,1
5019,967,176,452,39138,372807,0,4,2,1
4952,981,219,562,38799,372731,2,0,5,1
4983,938,212,429,38153,373803,2,0,6,0
4987,1030,218,538,39694,372869,1,3,0,0
4901,999,304,455,38829,373569,1,2,3,0
4873,913,269,603,39718,374342,1,4,4,1
5060,987,135,479,39481,374361,0,2,1,0
5052,1042,248,453,38731,373202,1,1,0,1
4998,967,237,446,38461,373795,2,1,6,0
5039,942,128,508,39546,373762,2,3,7,0
4875,975,227,537,37847,373771,2,4,1,1
4893,1028,306,475,37788,373800,2,0,5,0
4890,942,238,497,39191,373290,1,5,3,1
5054,910,251,418,37879,372447,0,5,2,1
5024,900,184,420,39249,373740,1,5,4,1
5044,998,213,482,39216,373138,0,1,5,1
4886,901,226,471,38953,372930,0,5,2,1
4870,931,190,443,38384,373428,0,3,8,1
4900,971,285,463,39619,373476,1,2,1,0
5029,979,309,417,37760,372553,1,4,8,0
4908,878,262,595,39148,374181,1,4,1,1
4990,892,173,559,39111,374219,0,1,8,1
4944,1009,274,431,38838,374126,2,3,0,0
4907,960,176,473,38841,373626,2,1,2,1
4903,923,292,426,39383,374216,2,2,1,1
4924,1018,292,431,39499,373340,2,3,7,0
4911,975,252,593,38469,373690,2,5,1,0
5050,938,195,561,38200,373300,0,0,2,1
5034,875,179,554,38786,372694,1,1,4,1
4903,900,282,516,38431,373790,0,5,6,1
4885,924,241,475,37809,374375,1,4,6,1
4933,1047,242,607,37989,372709,1,1,3,1
4892,1051,183,568,38855,373610,0,1,7,1
4916,1025,234,497,39603,374083,2,5,3,1
4978,937,199,611,39586,374098,0,4,3,1
4937,922,128,520,39398,372907,2,1,4,1
4924,1052,188,571,37770,373088,2,4,4,1
4931,959,291,498,38781,372699,2,4,7,0
4880,1046,183,451,39602,374218,0,4,0,0
5008,1001,200,523,38229,373843,1,1,0,0
5037,963,252,438,39225,373055,0,3,5,0
5029,981,143,469,39556,373028,2,0,1,1
5041,892,296,439,38720,373076,0,2,0,1
5000,1056,195,517,37936,373706,2,4,2,0
4902,929,303,527,39370,373745,0,5,4,1
5053,1064,278,562,38380,373499,1,3,1,0
4880,897,117,557,39111,373996,1,3,2,1
4943,891,312,525,38504,372971,1,0,3,1
5042,932,244,490,39232,372867,2,4,8,0
4880,1014,157,429,38318,373953,1,2,8,1
4887,961,301,435,37785,373865,1,4,7,0
4899,907,134,483,39425,374148,0,5,4,0
4880,899,310,476,38526,373601,2,3,6,0
4993,1066,251,440,38863,373151,1,3,8,0
5039,993,312,487,38992,374187,1,1,1,1
5038,1065,142,476,38464,373504,2,0,1,0
4955,1039,124,531,38403,373166,0,4,0,1
4918,1026,115,485,38336,372836,0,4,1,0
5045,983,165,577,39624,373638,0,1,6,1
5053,896,310,595,39232,372456,2,5,8,1
4964,947,216,556,39747,373887,2,3,4,1
4982,1054,239,459,39619,374022,0,0,2,0
4887,904,127,614,38573,374186,0,0,4,0
5008,898,253,577,39760,372671,0,1,1,1
4860,924,191,480,39276,373176,0,1,8,0
4897,1010,151,544,37968,373524,1,2,6,0
5007,885,300,528,39270,372615,2,5,7,0
5010,925,293,509,38200,372855,1,4,1,0
5029,953,154,476,39719,372531,0,2,1,0
4885,951,255,546,39536,372398,2,2,5,0
4891,924,151,427,38072,373991,0,3,7,0
5029,1026,193,488,37832,372776,0,2,3,1
4949,934,269,547,39164,372560,1,0,5,1
4992,870,286,443,38587,372643,0,2,2,1
4950,1030,123,509,38692,373912,0,3,7,1
5004,935,263,504,39424,373279,2,1,4,1
4908,929,265,581,38819,373508,2,4,5,0
4949,1069,278,600,39151,372607,1,0,3,1
4934,893,166,574,39461,373435,2,1,5,0
4862,1031,151,452,39240,373032,2,3,2,1
5008,1002,261,457,39245,374343,2,4,7,0
4956,973,310,604,39408,372617,1,1,3,1
4897,1025,142,608,38970,373714,1,1,1,0
4877,1008,187,508,39743,373583,1,4,5,0
4978,1009,274,549,39121,374139,0,2,7,0
5052,1000,154,520,39109,372935,0,1,0,1
5039,879,260,493,39030,374153,1,0,5,1
4988,1003,290,454,38110,372757,1,3,7,0
4901,1068,178,443,38269,374065,0,1,6,1
5028,961,181,574,37947,374163,2,0,6,0
4999,989,199,592,37963,373230,2,2,5,1
4902,991,261,482,38161,372418,0,5,5,1
4871,1062,297,536,38096,373643,0,5,2,0
4937,1028,218,550,39238,373144,2,0,0,1
5036,979,127,601,38775,374063,2,1,5,0
4943,1034,292,558,39721,373011,1,1,8,1
4958,926,124,580,38560,374245,0,4,4,0
4964,955,249,450,38235,372755,2,0,2,1
4964,1042,252,571,39194,373417,2,0,4,1
4909,940,264,419,39152,373127,1,5,3,1
5034,1052,280,428,39731,374127,1,3,8,0
4869,1004,141,454,39386,372570,1,3,3,1
5029,993,117,521,38955,373286,1,1,7,1
4887,895,261,581,38640,373967,2,3,5,1
4861,942,221,528,37893,373745,1,2,2,1
4968,954,142,539,38270,374283,1,2,2,1
4954,935,249,505,38884,372998,1,0,2,1
4905,924,113,572,38486,373692,1,2,2,1
4865,939,204,420,39144,373197,0,4,3,0
5057,923,207,515,39189,373503,2,4,0,0
5010,1058,239,522,38660,373740,1,2,8,0
4931,1023,140,494,38839,374024,0,0,6,0
4986,1025,119,609,38273,372757,0,2,6,1
4930,877,225,615,39257,372393,1,1,6,0
5010,927,202,593,39684,374317,1,0,0,0
4944,1004,209,616,38265,373790,2,0,3,1
4876,1000,136,597,38368,372855,0,0,6,1
4925,892,313,510,38635,373184,1,0,5,0
4991,1058,280,597,38566,373702,2,5,5,0
4980,914,114,528,38970,373900,1,4,4,0
4990,1050,253,512,38366,373222,1,1,0,1
4868,1031,151,543,39477,372515,0,3,5,1
5010,978,305,514,38851,374079,2,4,6,1
4897,888,228,500,37957,373442,2,2,8,1
5009,939,173,594,38429,373351,1,4,4,1
5001,889,182,565,39195,372671,2,5,5,1
5027,972,180,547,39046,372722,2,0,5,0
4873,1031,303,493,38943,373299,2,2,7,1
4937,952,189,499,37840,373067,0,5,2,1
4899,944,188,524,38143,372976,0,3,2,1
4955,1070,208,421,38315,373864,0,1,8,1
5043,871,303,440,37882,373221,1,5,0,0
4882,998,181,457,38860,373663,2,2,7,0
4960,968,273,587,39040,373046,2,1,5,0
5017,1055,240,514,38994,373889,1,2,1,0
5055,891,217,557,38884,372527,1,4,6,1
4871,1020,292,427,38167,374371,2,5,0,1
4892,874,177,478,38281,373274,2,5,0,1
5047,988,274,549,38638,372532,2,2,5,1
5055,973,280,436,39268,373040,1,2,1,0
4961,915,176,425,38826,373929,0,2,5,1
5039,1055,299,558,39291,373566,2,5,2,0
4873,1018,262,551,39305,374299,2,3,2,1
5017,951,312,514,39417,373350,2,3,0,0
4936,962,182,562,39646,372774,1,1,2,0
5005,890,163,556,38550,373550,2,5,0,0
5012,939,240,507,38214,373908,1,2,5,1
4899,877,227,463,38802,373825,1,1,1,1
5042,902,275,510,38978,374361,1,0,5,1
4936,909,236,457,38583,373773,2,0,3,1
5000,996,151,579,38426,372970,1,1,6,0
5055,1009,214,431,38163,373582,0,3,6,0
4880,1037,231,544,39599,373108,2,2,5,0
4946,1048,235,567,39259,372569,0,1,4,1
4925,999,198,524,39005,372829,2,1,6,0
5050,931,149,507,38200,374220,1,4,8,0
4953,1034,143,452,38213,372458,2,3,5,1
4873,951,116,527,39373,372455,1,1,8,0
5019,919,187,419,39068,374303,2,1,1,1
4997,891,162,439,38518,373091,1,2,6,1
5040,1062,149,582,39415,373287,2,3,2,0
5059,892,143,578,38308,374276,2,1,5,0
4923,985,186,608,38119,373989,1,2,3,1
4870,1040,229,500,38734,373304,2,3,7,0
4929,943,252,420,39737,372406,0,5,5,1
4874,958,240,562,37928,372425,2,2,7,1
4922,918,130,500,37793,374295,1,4,3,1
4901,929,182,595,38314,372774,2,0,0,0
4871,893,252,549,38443,374359,2,0,6,1
4999,934,198,577,39478,372814,0,1,2,0
4972,885,195,530,38019,373817,0,5,4,0
4945,891,296,436,39175,373752,2,1,0,1
4938,1052,179,501,38514,373763,2,5,8,0
4937,920,146,454,38593,373969,2,4,7,1
4924,1031,284,473,38457,373027,1,5,0,0
4956,1068,182,433,39703,374280,0,4,0,0
4941,1061,194,482,39153,374064,2,5,2,1
5041,1059,240,429,38403,373668,1,1,2,1
5002,977,254,597,39687,373094,2,3,7,1
4873,984,203,592,39520,373039,2,3,4,0
4952,871,183,600,39199,373557,1,3,7,0
4976,948,210,572,38888,373591,0,3,2,1
4879,908,265,502,39011,372497,0,2,4,1
5020,1045,124,597,38909,373675,2,4,6,0
4941,996,224,615,38310,373419,1,4,6,1
4956,932,212,491,38005,373387,1,5,2,0
4883,936,214,532,38349,374235,2,0,7,0
4934,918,272,490,38610,372637,0,5,1,1
4982,872,270,616,37975,374325,1,3,3,0
5003,1024,216,427,37912,372399,2,0,8,1
4880,986,132,615,38068,373249,0,0,0,0
4881,896,152,496,39255,374194,2,5,8,0
4863,932,134,609,37927,374211,2,3,8,0
4878,957,149,540,38376,373983,2,4,4,0
5005,926,142,558,38764,372943,1,5,3,1
4860,1067,218,518,37869,372968,1,1,7,1
4863,882,310,470,38273,374084,0,0,3,1
4872,873,283,475,38892,372961,0,0,1,0
4923,919,251,580,39316,373077,0,3,5,0
4963,945,313,547,38853,373743,0,3,7,0
4861,926,256,478,39245,373950,2,5,3,0
4948,874,164,533,39176,372658,1,4,1,0
4950,899,190,537,39206,372977,2,0,5,1
4939,985,284,541,37795,372904,1,5,0,1
4975,1013,160,440,39337,373310,1,1,5,0
4962,951,255,508,38999,374242,1,3,8,0
5005,1036,296,433,38614,373444,1,3,4,0
5012,1005,147,532,38562,372871,0,2,0,0
4899,1065,249,551,39239,374190,2,3,7,0
4932,946,182,526,38068,373265,1,2,0,0
5058,922,167,443,38374,373316,1,4,8,1
4938,992,173,479,37986,373616,2,4,6,0
4880,1004,197,592,39641,373313,2,3,1,0
5046,1048,185,566,38309,373450,1,5,7,1
4976,1030,149,444,38934,373751,0,3,7,0
4869,945,244,563,39379,374170,1,2,6,0
5007,1044,146,459,38175,373066,0,1,6,1
5006,949,165,471,39010,373940,1,0,7,1
4881,930,158,521,38138,372838,0,3,1,1
5018,1019,186,569,39706,373038,1,1,8,0
4904,1001,297,530,38241,374211,2,0,4,1
5032,914,224,463,39100,372777,1,3,2,1
4959,917,154,593,38775,372759,1,4,2,1
5009,1047,235,453,38292,372704,2,2,7,1
4951,992,248,547,39403,373130,0,4,1,1
4899,1042,204,493,38982,374167,1,3,2,1
4937,961,173,525,38952,374041,1,1,4,1
4867,969,255,548,39606,373461,0,2,2,0
4989,1006,254,585,38531,372886,0,2,1,1
4861,993,211,574,38049,373409,2,2,7,1
4925,994,180,433,39754,373433,2,0,0,0
5053,1010,226,595,38537,372511,2,2,8,1
4919,1066,288,484,38001,374356,1,5,6,0
4867,1026,210,492,38837,373276,1,2,1,1
4916,959,263,593,39676,373599,2,5,1,1
5049,1057,230,473,37814,373690,1,4,8,0
5045,890,282,498,38409,373120,0,5,1,1
5032,1033,187,617,39719,373748,0,5,6,1
5043,966,241,517,38667,373792,0,2,8,1
5016,944,238,539,38286,373269,2,1,8,1
4863,1030,186,535,39018,372712,0,1,8,1
5010,941,192,479,38632,372853,0,2,1,0
4894,964,158,583,38401,373384,0,4,1,0
4982,918,312,599,39250,372810,2,3,7,1
4873,977,297,586,39171,373488,2,5,0,0
5004,1053,123,459,39480,372912,0,3,3,1
4943,1033,264,604,39038,373058,0,2,1,1
4938,899,141,492,39423,372424,0,3,3,1
5044,983,243,496,38496,372704,1,3,4,0
4934,985,236,508,39194,372552,0,3,6,0
5013,973,293,440,38444,373633,0,0,1,1
4964,1007,164,595,39153,373293,1,2,4,0
4957,1051,282,486,39707,374047,1,0,6,0
5040,945,233,604,39268,373199,0,2,1,0
4963,1015,293,576,38918,373816,0,2,0,0
4898,874,141,475,38039,372555,2,2,6,1
5012,946,131,534,38167,374091,0,5,5,0
4995,1067,268,432,38807,372705,1,0,6,1
5032,937,201,490,39506,374294,0,4,1,1
5014,875,243,510,38432,374364,0,0,6,1
4885,890,222,581,39090,372638,0,2,5,1
5034,876,226,451,39065,374058,0,0,8,0
5018,904,146,517,38822,374306,2,1,0,0
4927,1000,125,514,38408,372483,0,0,8,0
4918,944,214,560,38774,372418,2,5,7,1
4996,932,125,556,39068,373513,2,2,0,1
4970,961,117,535,38124,372449,1,5,8,0
5050,941,301,600,37859,372426,0,0,4,0
5040,1062,197,518,37764,374035,2,1,5,0
5036,992,156,447,39489,373964,2,4,2,0
5060,902,229,518,38641,373460,2,1,1,1
5048,959,262,535,38722,373591,1,2,4,1
4918,948,152,613,38947,372681,2,0,1,1
4985,1045,182,484,38804,372948,2,2,6,0
4899,962,138,525,38438,372974,2,4,6,1
4983,881,242,492,39450,373900,2,1,8,0
4914,916,168,520,38447,373982,0,0,4,1
4913,1055,182,425,39648,374109,0,0,3,0
5037,1047,179,593,38874,372580,2,0,2,0
4975,993,286,532,38035,374271,1,5,7,1
5003,1020,113,606,38788,372624,1,5,6,0
4997,1030,120,512,39240,373626,1,0,2,0
5009,1015,252,453,39057,372467,2,1,0,0
4916,931,145,560,38101,373189,0,2,2,0
5004,1007,174,588,39663,373762,0,5,4,0
4992,949,248,450,38125,373603,0,2,8,1
4921,954,219,479,39602,374327,1,4,6,0
4887,898,215,473,38830,373221,0,2,7,1
4908,902,218,424,38263,372768,0,1,3,1
4873,972,209,516,38041,373829,0,2,3,0
4874,986,152,458,37833,372398,0,5,5,0
5051,926,301,516,39238,373703,2,1,5,0
4911,912,233,510,38099,373995,1,3,0,0
5053,894,225,517,38531,373100,1,5,7,1
4891,1052,191,572,38712,373366,2,5,4,1
4933,991,180,436,39320,374249,1,1,8,0
4924,872,270,616,37770,373644,1,1,8,1
5003,877,203,537,38298,373719,1,4,3,0
4942,931,296,524,38160,374052,0,5,6,1
4909,1005,302,529,38847,373158,2,1,3,1
4983,883,306,537,38855,372927,2,0,8,0
5039,906,223,492,38712,373805,1,4,3,1
5057,890,204,498,38034,372732,1,2,5,0
4867,1061,140,461,39406,373097,2,5,1,1
5004,1007,295,424,37891,373679,2,4,2,0
4978,929,215,454,38205,373128,0,5,4,1
5036,1035,114,502,38833,373196,1,5,0,1
4950,875,227,470,39238,372738,1,1,5,1
5039,990,227,516,38424,373815,2,2,6,1
4947,891,235,439,39044,373794,2,3,7,1
4862,1069,209,417,38369,373596,2,0,2,1
4896,946,148,575,38761,373578,2,1,6,1
4951,1052,217,615,39270,372936,0,4,6,0
4885,925,243,565,37768,372594,1,5,0,1
5054,1019,126,521,38726,374104,0,0,4,1
4921,901,264,519,38770,373498,0,3,0,0
5010,970,121,518,38165,372787,2,4,8,0
5056,920,153,487,38181,373021,2,3,0,1
5010,999,232,448,38406,373152,0,0,8,0
5045,980,168,442,39500,373528,1,1,2,0
5010,918,160,565,38427,374089,2,0,5,0
5017,954,140,485,39400,373894,1,5,7,1
4953,1017,249,423,38251,373027,1,2,7,0
4905,1036,243,523,38155,372934,1,1,6,1
4910,963,146,532,38424,374165,1,5,6,0
4985,1041,255,580,37900,372432,1,0,3,1
4864,1010,130,477,37764,372418,1,5,7,1
5008,1053,161,469,37962,372465,0,0,3,0
5036,932,284,438,39474,372670,0,4,7,1
4930,1021,260,556,37792,373749,0,3,4,1
4946,899,301,580,38589,373901,2,1,8,1
4886,1034,134,418,39276,374273,0,2,4,0
5014,1026,238,548,38561,372732,1,4,5,1
4863,974,141,588,39561,373713,1,4,8,1
4879,947,223,445,39703,374092,1,0,4,1
4879,1027,167,433,38104,372467,2,4,1,0
4970,1057,251,460,38312,373957,0,3,1,0
5024,910,232,552,38496,372406,1,1,3,0
4872,874,264,529,38734,373841,2,2,1,0
5000,980,129,418,37968,373438,1,3,4,1
5052,908,256,540,38300,373681,1,0,1,0
5009,1053,299,487,38674,374242,1,5,4,0
4918,912,215,428,39234,372910,1,0,5,0
4980,1053,209,468,38591,373877,2,0,7,0
4923,871,250,529,39043,373625,0,2,7,1
4936,1018,276,443,39661,374379,1,1,0,1
4905,1025,218,533,38682,373757,0,0,2,0
4998,891,253,505,38686,373381,1,3,4,1
4952,984,175,459,39076,373966,1,3,1,1
4987,945,231,583,38171,373687,2,4,4,0
4898,1009,232,578,39279,373886,2,5,5,0
5036,874,295,615,38179,373955,1,2,2,1
4965,1025,240,444,37964,373257,1,3,5,1
5020,979,163,430,38207,373135,0,4,1,0
4968,1026,121,520,38734,373041,2,5,4,0
4915,987,248,467,38549,374230,0,5,1,1
4899,952,169,569,38940,374132,1,0,3,0
4999,916,144,580,37800,372664,1,5,8,0
5060,934,180,596,38068,374378,2,5,2,0
5004,930,275,551,39581,373463,2,2,3,0
4941,1054,128,552,38291,373942,0,5,0,0
