edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
30,admin.,single,university.degree,2,no,yes,no,422155,0,2,cellular,aug,fri,353,48,0,1756,0
45,admin.,divorced,university.degree,1,no,no,no,0,0,0,cellular,jul,fri,508,0,0,288,0
49,blue-collar,married,preschool,2,unknown,yes,no,80739,0,1,telephone,may,wed,410,13,0,426,0
45,blue-collar,married,Technological_school,3,no,yes,no,22214,0,5,telephone,may,thu,89,39,0,378,0
56,technician,married,tecnical_school,4,yes,yes,no,79723,27,1,telephone,may,wed,52,72,0,1923,0
48,admin.,single,university.degree,1,no,yes,no,343102,0,4,cellular,aug,wed,118,56,2,627,1
42,unemployed,married,Technological_school,4,yes,yes,no,227012,53,3,cellular,nov,tue,154,62,0,1535,0
51,management,married,university.degree,8,no,yes,yes,249335,0,0,telephone,jun,mon,409,83,0,1237,0
54,blue-collar,married,tecnical_school,1,no,no,no,0,0,3,cellular,jun,fri,258,0,0,365,1
40,admin.,married,university.degree,7,yes,yes,no,115228,70,4,cellular,aug,wed,335,33,0,1352,0
47,blue-collar,single,tecnical_school,2,yes,yes,no,456591,17,1,telephone,may,thu,54,61,0,235,0
29,technician,single,university.degree,1,no,no,no,0,0,2,cellular,aug,wed,896,0,0,1074,0
37,admin.,married,university.degree,5,no,yes,yes,246474,0,1,cellular,jun,mon,412,28,0,1485,1
35,technician,married,tecnical_school,2,no,no,no,0,0,3,telephone,may,wed,24,0,0,1082,0
54,technician,married,professional.course,6,no,yes,no,481500,0,2,cellular,nov,tue,149,5,0,1213,0
45,unknown,married,university.degree,3,no,yes,no,34323,0,0,cellular,may,thu,254,48,1,768,0
35,admin.,single,university.degree,5,no,yes,no,51158,0,0,cellular,jul,fri,564,14,0,1026,0
37,blue-collar,married,professional.course,1,no,yes,no,270467,0,3,cellular,may,mon,185,43,1,423,0
38,management,married,tecnical_school,5,no,yes,no,81629,0,3,telephone,may,tue,1000,87,0,1043,1
33,blue-collar,married,tecnical_school,0,unknown,yes,no,37602,0,0,telephone,may,mon,88,76,0,613,0
31,blue-collar,divorced,tecnical_school,1,no,yes,no,461558,0,5,telephone,jun,thu,166,4,0,1659,0
34,admin.,married,university.degree,2,unknown,no,no,0,0,3,telephone,may,thu,134,0,0,11,0
51,blue-collar,divorced,Technological_school,4,no,no,no,0,0,4,cellular,may,tue,131,0,0,782,0
38,blue-collar,married,Technological_school,4,unknown,yes,no,383891,0,0,cellular,may,wed,118,17,1,1636,0
25,admin.,single,tecnical_school,7,no,no,no,0,0,3,cellular,jul,thu,81,0,0,409,0
35,technician,single,professional.course,0,no,yes,no,313055,0,4,cellular,aug,wed,75,55,0,533,0
55,self-employed,married,university.degree,2,no,yes,no,318129,0,4,cellular,may,mon,123,55,0,1982,0
37,admin.,married,Technological_school,1,unknown,yes,no,21034,0,0,telephone,may,mon,313,25,0,432,0
31,technician,married,Technological_school,8,no,no,no,0,0,2,cellular,aug,thu,124,0,0,686,0
36,services,married,Technological_school,8,no,unknown,unknown,0,0,5,telephone,may,thu,262,0,0,1025,0
59,retired,married,preschool,3,unknown,yes,yes,271938,0,3,telephone,may,wed,571,56,0,203,0
37,blue-collar,married,primary_school,1,no,no,no,0,0,4,telephone,oct,fri,131,0,0,1827,0
74,retired,divorced,Technological_school,7,no,yes,yes,162213,0,2,telephone,dec,mon,88,90,0,789,0
44,technician,divorced,tecnical_school,2,unknown,yes,yes,125574,0,4,telephone,may,tue,388,60,0,939,0
29,technician,single,professional.course,8,no,no,no,0,0,4,cellular,aug,mon,157,0,0,1478,0
32,services,married,preschool,0,no,yes,yes,259450,0,5,cellular,nov,mon,111,14,0,759,0
45,services,divorced,tecnical_school,6,no,yes,no,400098,0,4,cellular,apr,mon,325,70,0,1968,0
49,blue-collar,married,unknown,8,unknown,no,no,0,0,5,telephone,jun,wed,112,0,0,128,0
25,services,single,unknown,8,no,no,no,0,0,4,telephone,jul,fri,662,0,0,1800,0
34,blue-collar,divorced,preschool,6,unknown,yes,no,430969,0,2,cellular,jul,mon,246,3,0,1252,0
37,technician,single,professional.course,8,no,yes,no,117020,0,1,cellular,aug,thu,115,69,0,766,0
48,technician,single,university.degree,0,unknown,yes,no,398356,0,4,cellular,aug,tue,159,0,0,317,0
52,services,married,Technological_school,5,no,yes,no,263507,0,3,telephone,aug,mon,575,13,0,986,0
30,technician,single,professional.course,4,no,no,no,0,0,3,cellular,aug,tue,216,0,0,507,0
57,retired,married,tecnical_school,2,no,yes,no,406857,0,3,cellular,aug,mon,342,25,0,364,0
38,blue-collar,married,preschool,5,no,yes,no,116662,0,5,cellular,nov,mon,117,57,0,1910,0
31,blue-collar,single,Technological_school,2,no,no,no,0,0,5,cellular,nov,wed,145,0,0,995,0
40,technician,married,tecnical_school,1,unknown,yes,no,419917,0,3,telephone,jun,tue,168,41,0,836,0
38,services,married,Technological_school,6,no,yes,yes,183625,0,3,telephone,may,mon,506,46,0,1836,0
33,management,single,university.degree,5,no,no,no,0,0,4,telephone,may,fri,261,0,0,135,0
28,admin.,single,university.degree,8,no,yes,no,39987,0,4,cellular,sep,mon,387,10,3,934,0
33,technician,married,professional.course,7,no,yes,no,25473,0,1,cellular,aug,mon,417,18,0,1321,0
58,retired,married,preschool,5,no,no,no,0,0,2,cellular,jul,tue,81,0,0,528,0
30,self-employed,married,professional.course,4,no,yes,no,198070,0,3,cellular,may,tue,98,25,0,1122,0
42,self-employed,married,professional.course,4,unknown,no,no,0,0,2,cellular,may,fri,160,0,1,883,0
35,technician,divorced,preschool,5,no,no,no,0,0,3,cellular,nov,tue,363,0,0,477,1
41,housemaid,married,Technological_school,5,no,yes,no,113822,0,2,cellular,jul,fri,440,18,0,834,0
31,self-employed,single,university.degree,2,no,no,no,0,0,2,cellular,nov,fri,906,0,1,1384,0
40,admin.,married,Technological_school,7,no,no,no,0,0,5,telephone,may,tue,167,0,0,1142,0
80,retired,married,preschool,0,no,no,no,0,0,0,cellular,oct,tue,242,0,2,896,1
47,blue-collar,married,Technological_school,2,no,no,no,0,0,2,cellular,apr,thu,439,0,0,1757,1
39,housemaid,married,primary_school,6,yes,yes,no,280679,12,0,cellular,jul,fri,76,76,0,1001,0
30,technician,married,university.degree,6,no,no,no,0,0,3,cellular,aug,fri,65,0,0,1950,0
33,blue-collar,married,Technological_school,3,yes,yes,no,274958,39,1,telephone,may,wed,233,64,0,242,0
50,management,married,university.degree,3,unknown,no,no,0,0,0,telephone,may,fri,136,0,0,911,0
33,blue-collar,married,tecnical_school,8,yes,yes,no,395330,12,1,cellular,may,fri,656,14,0,1078,1
40,technician,married,professional.course,2,yes,yes,yes,208409,38,0,cellular,jul,wed,323,69,0,871,0
40,retired,married,preschool,6,unknown,yes,no,38652,0,5,cellular,jul,fri,1689,80,0,1919,1
30,blue-collar,married,tecnical_school,8,no,yes,no,361590,0,2,telephone,jun,fri,185,90,0,313,0
23,management,single,university.degree,5,no,yes,no,368173,0,3,cellular,jul,thu,134,1,0,813,0
28,blue-collar,married,tecnical_school,7,unknown,no,no,0,0,1,cellular,may,fri,182,0,1,77,0
41,self-employed,married,tecnical_school,3,no,yes,no,90981,0,1,cellular,may,thu,1135,19,1,1948,1
26,student,single,tecnical_school,7,no,no,no,0,0,4,telephone,aug,wed,449,0,0,1516,1
45,admin.,married,university.degree,4,no,no,no,0,0,3,cellular,aug,mon,216,0,0,1728,0
28,admin.,single,university.degree,8,no,yes,no,498698,0,2,cellular,oct,mon,324,43,2,356,0
32,technician,married,university.degree,2,no,no,no,0,0,1,cellular,aug,fri,198,0,0,602,0
32,management,single,university.degree,3,no,no,no,0,0,5,cellular,aug,fri,157,0,0,196,0
56,entrepreneur,divorced,university.degree,8,no,no,yes,355945,0,0,telephone,jun,mon,311,29,0,1932,0
45,admin.,divorced,tecnical_school,5,no,yes,no,38231,0,5,cellular,nov,wed,575,15,0,1921,0
29,technician,divorced,professional.course,4,yes,yes,no,65792,71,5,telephone,jun,wed,11,71,0,1791,0
33,technician,married,university.degree,3,yes,yes,no,356011,69,4,cellular,may,mon,182,41,0,1157,0
37,blue-collar,married,preschool,3,yes,yes,no,384234,19,3,telephone,jun,fri,94,10,0,1491,0
51,technician,married,professional.course,1,no,no,no,0,0,3,cellular,nov,wed,272,0,0,1253,0
32,blue-collar,married,primary_school,6,no,unknown,unknown,0,0,3,telephone,jun,tue,31,0,0,979,0
36,blue-collar,married,preschool,2,no,no,no,0,0,1,cellular,may,tue,245,0,1,463,0
36,blue-collar,married,unknown,1,no,no,no,0,0,0,telephone,jun,thu,179,0,0,1803,0
32,technician,married,professional.course,0,no,no,no,0,0,0,telephone,jun,thu,805,0,0,200,0
51,technician,married,professional.course,3,no,no,yes,457030,0,3,telephone,jun,mon,147,87,0,957,0
25,blue-collar,married,tecnical_school,2,unknown,no,no,0,0,2,telephone,jun,tue,71,0,0,548,0
39,entrepreneur,married,university.degree,4,no,yes,no,470605,0,5,cellular,sep,tue,120,86,0,566,0
33,blue-collar,married,tecnical_school,0,no,yes,no,119556,0,1,cellular,may,thu,263,83,0,1784,0
32,technician,single,professional.course,7,no,yes,no,458591,0,0,cellular,jul,thu,81,72,0,114,0
35,blue-collar,married,tecnical_school,6,no,yes,no,97441,0,2,telephone,may,wed,180,19,0,1512,0
41,technician,divorced,professional.course,4,no,unknown,unknown,0,0,0,telephone,oct,mon,73,0,0,1742,0
44,admin.,married,university.degree,3,unknown,no,no,0,0,5,telephone,may,wed,202,0,0,271,0
34,management,married,university.degree,4,no,no,no,0,0,3,cellular,apr,mon,163,0,0,1407,1
27,services,single,Technological_school,7,no,yes,no,68152,0,2,telephone,may,wed,386,15,0,1997,0
51,blue-collar,married,preschool,3,unknown,yes,no,496048,0,4,telephone,jul,wed,139,35,0,179,0
42,admin.,married,university.degree,6,unknown,no,no,0,0,3,telephone,may,tue,42,0,0,1603,0
61,blue-collar,married,Technological_school,7,no,no,no,0,0,2,cellular,oct,wed,108,0,0,1634,0
48,unemployed,married,professional.course,7,no,yes,no,115377,0,2,cellular,sep,mon,315,50,0,1019,1
54,entrepreneur,married,university.degree,5,no,yes,no,474851,0,4,cellular,nov,wed,159,44,1,1587,0
35,admin.,single,Technological_school,3,no,yes,yes,405440,0,1,telephone,may,mon,19,89,0,1121,0
48,blue-collar,married,tecnical_school,8,no,no,no,0,0,5,cellular,aug,mon,348,0,0,787,0
23,technician,single,professional.course,4,no,yes,no,99624,0,0,telephone,jul,thu,194,48,0,1458,0
33,blue-collar,married,primary_school,6,no,no,no,0,0,2,telephone,may,wed,1183,0,0,1179,1
30,admin.,married,university.degree,6,no,no,no,0,0,2,cellular,aug,mon,160,0,0,786,0
25,blue-collar,single,Technological_school,1,unknown,no,yes,372412,0,0,cellular,may,thu,338,71,0,1997,0
44,technician,single,professional.course,2,unknown,no,no,0,0,0,telephone,may,mon,374,0,0,685,0
29,technician,single,university.degree,4,no,no,yes,14881,0,3,telephone,jul,wed,357,90,0,197,0
55,retired,married,Technological_school,0,no,yes,no,113288,0,4,cellular,aug,tue,106,20,0,973,0
24,blue-collar,single,tecnical_school,6,unknown,no,no,0,0,1,telephone,jul,fri,270,0,0,460,0
61,admin.,married,university.degree,6,no,yes,no,85314,0,4,cellular,apr,wed,183,70,0,689,0
50,technician,married,primary_school,2,unknown,no,no,0,0,4,cellular,may,tue,36,0,1,1739,0
37,self-employed,single,university.degree,3,no,yes,no,46258,0,5,cellular,apr,thu,270,18,1,621,0
33,housemaid,married,professional.course,3,yes,yes,no,392208,19,2,cellular,aug,thu,110,4,0,518,0
48,unemployed,married,university.degree,3,yes,yes,no,309791,39,5,cellular,mar,mon,195,88,0,575,0
57,retired,married,tecnical_school,3,yes,yes,no,381923,51,2,cellular,aug,fri,27,59,0,1691,0
33,management,divorced,university.degree,1,no,yes,no,221125,0,0,cellular,jun,wed,63,6,0,845,0
40,housemaid,divorced,Technological_school,2,no,no,no,0,0,2,telephone,jun,wed,1449,0,0,1095,1
30,self-employed,single,university.degree,8,no,no,no,0,0,1,cellular,aug,tue,58,0,0,1765,0
34,self-employed,married,university.degree,5,no,no,no,0,0,4,cellular,oct,wed,201,0,3,1697,1
54,management,divorced,university.degree,8,no,yes,no,34125,0,4,telephone,may,mon,106,44,0,791,0
31,admin.,married,university.degree,1,no,no,no,0,0,1,cellular,apr,fri,170,0,0,1002,0
31,technician,single,professional.course,3,no,yes,no,220704,0,3,cellular,aug,tue,935,78,0,1964,1
53,unemployed,married,tecnical_school,6,yes,yes,no,10183,60,3,cellular,may,tue,67,34,0,973,0
43,admin.,single,university.degree,6,yes,yes,no,428809,5,0,cellular,apr,mon,670,89,1,481,1
36,blue-collar,married,tecnical_school,0,yes,yes,no,108117,14,2,cellular,may,tue,620,73,0,1543,0
47,admin.,divorced,university.degree,3,yes,yes,no,199607,83,3,cellular,aug,thu,507,58,0,417,0
30,technician,married,university.degree,5,yes,yes,yes,294887,71,0,cellular,jul,mon,204,5,0,1061,1
31,self-employed,married,university.degree,5,yes,yes,yes,421094,21,4,cellular,nov,mon,60,20,1,476,0
37,services,single,tecnical_school,2,no,no,no,0,0,0,cellular,may,tue,348,0,0,305,0
27,blue-collar,single,primary_school,1,no,no,no,0,0,4,cellular,jul,tue,1508,0,0,1701,1
46,admin.,married,Technological_school,7,no,no,no,0,0,1,telephone,jun,fri,354,0,0,36,0
41,technician,married,tecnical_school,0,no,yes,no,306827,0,1,cellular,may,wed,66,55,1,1779,0
44,blue-collar,married,tecnical_school,1,no,no,no,0,0,3,telephone,jun,fri,109,0,0,1050,0
33,admin.,married,university.degree,0,no,yes,no,324086,0,0,cellular,may,thu,171,30,0,1039,0
58,blue-collar,divorced,preschool,6,no,no,no,0,0,5,cellular,aug,fri,186,0,0,414,1
34,self-employed,married,university.degree,5,no,yes,no,414981,0,4,cellular,nov,wed,213,52,0,129,0
60,admin.,single,Technological_school,0,no,no,yes,393431,0,2,telephone,may,tue,474,31,0,1860,0
29,blue-collar,married,preschool,5,no,no,yes,205586,0,5,cellular,nov,wed,441,79,0,1693,0
26,admin.,single,Technological_school,8,no,no,no,0,0,4,telephone,jun,thu,463,0,0,1577,0
31,services,single,Technological_school,5,no,yes,no,19691,0,1,telephone,may,wed,17,12,0,163,0
36,services,married,university.degree,6,no,yes,no,322055,0,3,cellular,nov,wed,86,79,0,1535,0
59,blue-collar,married,preschool,1,unknown,no,no,0,0,2,cellular,jul,fri,202,0,0,545,0
61,retired,married,university.degree,0,no,yes,no,371842,0,0,cellular,apr,tue,216,50,0,523,1
30,technician,married,Technological_school,0,no,no,no,0,0,2,cellular,aug,tue,142,0,0,743,0
40,retired,married,professional.course,2,no,no,no,0,0,4,telephone,may,tue,140,0,0,1513,0
48,technician,married,Technological_school,1,no,no,no,0,0,5,telephone,may,fri,700,0,0,1323,0
47,services,single,Technological_school,0,no,no,no,0,0,5,cellular,jul,tue,293,0,0,1006,0
32,technician,married,university.degree,1,no,yes,no,29582,0,2,cellular,aug,thu,402,65,0,1930,0
31,admin.,married,professional.course,6,unknown,yes,no,359576,0,2,cellular,aug,fri,126,1,0,173,0
33,blue-collar,married,tecnical_school,2,no,yes,no,126840,0,0,cellular,may,tue,112,14,0,1522,0
30,services,single,Technological_school,2,no,no,no,0,0,2,cellular,may,tue,263,0,0,846,0
49,management,married,university.degree,6,no,yes,no,150656,0,5,cellular,apr,thu,44,50,0,577,0
53,self-employed,married,university.degree,1,no,yes,no,243744,0,3,cellular,nov,fri,61,69,0,1799,0
33,admin.,married,Technological_school,5,yes,yes,no,401977,88,3,cellular,may,fri,176,69,0,366,0
46,services,married,Technological_school,0,yes,yes,no,393673,59,4,cellular,may,fri,6,39,1,729,0
45,admin.,married,Technological_school,3,yes,yes,no,405070,8,0,telephone,may,thu,695,48,0,1009,1
31,technician,single,professional.course,6,yes,yes,no,374079,34,5,telephone,may,mon,188,58,0,1598,0
28,blue-collar,single,tecnical_school,8,unknown,no,no,0,0,2,cellular,may,wed,77,0,0,1773,0
29,admin.,single,university.degree,3,no,yes,yes,473221,0,1,cellular,nov,thu,736,84,0,1677,1
26,blue-collar,single,tecnical_school,5,no,yes,no,491830,0,4,cellular,jul,tue,56,11,0,817,0
20,student,single,unknown,3,no,yes,no,426734,0,4,cellular,apr,wed,184,34,0,328,1
42,services,married,Technological_school,1,no,yes,yes,349512,0,2,cellular,may,wed,77,41,1,1031,0
31,blue-collar,married,tecnical_school,5,no,yes,no,384940,0,3,cellular,nov,thu,415,24,0,359,0
56,entrepreneur,married,university.degree,4,unknown,no,yes,351971,0,4,cellular,jul,tue,41,60,0,1910,0
43,housemaid,divorced,professional.course,4,no,no,yes,111415,0,2,cellular,aug,thu,306,81,0,1026,0
44,management,married,Technological_school,8,unknown,no,yes,419496,0,3,cellular,jul,mon,292,71,0,919,0
30,admin.,married,Technological_school,0,no,yes,no,381837,0,2,cellular,jul,fri,362,24,0,297,0
31,admin.,single,university.degree,5,no,no,no,0,0,2,cellular,sep,fri,123,0,0,1588,0
53,entrepreneur,divorced,university.degree,0,yes,yes,no,31684,49,0,cellular,nov,mon,107,69,1,281,0
50,retired,married,preschool,0,yes,yes,no,209439,61,2,telephone,may,thu,855,18,0,26,0
37,unemployed,married,university.degree,7,no,unknown,unknown,0,0,1,cellular,may,fri,34,0,0,56,0
43,blue-collar,married,unknown,4,unknown,no,no,0,0,3,telephone,may,fri,512,0,0,1463,0
45,admin.,married,tecnical_school,3,unknown,no,no,0,0,0,telephone,jun,fri,973,0,0,1946,1
29,admin.,divorced,university.degree,0,no,yes,no,116943,0,3,cellular,jun,wed,238,28,0,298,1
53,services,married,Technological_school,5,no,no,no,0,0,3,telephone,may,wed,429,0,0,196,0
34,technician,married,university.degree,8,no,no,no,0,0,2,cellular,apr,thu,82,0,0,1448,0
72,retired,married,Technological_school,6,no,no,no,0,0,0,cellular,nov,mon,257,0,0,1410,1
25,admin.,single,university.degree,5,no,yes,no,355483,0,4,cellular,apr,thu,229,5,0,494,1
46,admin.,married,Technological_school,8,no,no,no,0,0,1,telephone,jun,fri,47,0,0,1591,0
39,admin.,single,Technological_school,7,no,no,no,0,0,0,cellular,jul,thu,9,0,0,1013,0
57,management,married,university.degree,2,yes,yes,yes,337629,14,1,cellular,nov,fri,283,18,1,880,0
24,admin.,single,professional.course,7,yes,yes,yes,295801,3,3,telephone,jun,mon,233,84,0,847,0
40,blue-collar,married,primary_school,2,yes,yes,no,232051,89,0,telephone,jun,tue,5,17,0,1273,0
45,services,married,Technological_school,3,yes,yes,no,381537,24,2,telephone,may,wed,349,11,0,518,0
33,entrepreneur,married,university.degree,4,yes,yes,no,202686,41,0,telephone,may,mon,130,30,0,1462,0
34,blue-collar,married,tecnical_school,1,no,no,no,0,0,5,telephone,jun,mon,157,0,0,1766,0
24,admin.,single,Technological_school,0,no,no,no,0,0,0,cellular,jul,mon,452,0,1,1301,1
55,entrepreneur,divorced,tecnical_school,6,no,no,no,0,0,3,cellular,dec,fri,415,0,0,663,1
54,blue-collar,married,primary_school,4,unknown,yes,no,139747,0,1,telephone,jul,tue,34,82,0,330,0
32,technician,single,university.degree,4,no,no,no,0,0,2,cellular,aug,fri,182,0,0,1663,0
27,student,single,Technological_school,4,no,no,no,0,0,4,cellular,mar,fri,219,0,0,1146,1
45,management,married,university.degree,6,no,yes,yes,198605,0,3,cellular,may,thu,265,69,0,1126,0
47,services,divorced,tecnical_school,2,unknown,no,no,0,0,3,cellular,jul,mon,678,0,0,1376,0
29,services,married,Technological_school,0,no,no,no,0,0,1,telephone,may,tue,189,0,0,1337,0
42,admin.,single,university.degree,5,unknown,yes,yes,299937,0,5,cellular,jul,fri,115,48,0,1962,0
28,student,single,Technological_school,8,no,no,no,0,0,2,cellular,apr,thu,319,0,0,1399,0
27,self-employed,single,university.degree,6,no,no,no,0,0,5,cellular,may,thu,367,0,0,363,0
45,admin.,divorced,university.degree,8,no,yes,no,81356,0,0,cellular,may,mon,197,90,0,1013,0
45,entrepreneur,married,preschool,5,no,yes,no,388126,0,4,cellular,nov,tue,167,80,0,532,0
33,management,single,university.degree,8,no,no,no,0,0,3,telephone,may,tue,125,0,0,842,0
36,technician,married,professional.course,3,no,no,no,0,0,2,cellular,jul,tue,71,0,0,655,0
