RECORD_CREATION_DATE,MONTO_DEL_PRESTAMO,RANGO_DEL_CREDITO,DEUDA_EXISTENTE,NOTAS_DEL_AGENTE,UBICACION_DE_LA_OFICINA,PRESTAMO_INCUMPLIDO
13May2014:10:00:23.000000,2500,700-719,"$50,001-$60,000","Ingreso mensual neto 9,910",NORTHERN CALIFORNIA,FALSO
13May2014:10:22:55.000000,2500,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
13May2014:10:41:10.000000,2500,780-799,"$40,001-$50,000","Ingreso anual neto: $30,100",SOUTHERN CALIFORNIA,FALSO
13May2014:10:55:05.000000,2500,720-739,"$10,001-$20,000","Pagos mensuales de deuda verificados: $290...Ingreso anual neto: $38,900",WASHINGTON STATE,FALSO
13May2014:11:23:35.000000,6300,740-759,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
13May2014:11:49:30.000000,2500,700-719,"$30,001-$40,000","Ingreso anual neto: $35,800",OREGON,FALSO
13May2014:12:07:41.000000,5300,780-799,,El cliente no tiene deuda,ARIZONA,FALSO
13May2014:12:39:17.000000,2500,800+,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
13May2014:12:51:21.000000,2500,700-719,"$1-$10,000","Ingreso mensual neto 1,250",NORTHERN CALIFORNIA,FALSO
13May2014:13:21:33.000000,4000,700-719,"$10,001-$20,000",Pagos mensuales de deuda verificados: $190,SOUTHERN CALIFORNIA,FALSO
13May2014:13:54:49.000000,3700,780-799,"$10,001-$20,000","Ingreso anual neto: $29,700",SOUTHERN CALIFORNIA,FALSO
13May2014:14:19:46.000000,21700,700-719,,,NEVADA,FALSO
13May2014:14:29:56.000000,2500,780-799,"$1-$10,000",,NORTHERN CALIFORNIA,VERDADERO
13May2014:15:03:30.000000,15100,700-719,,"Ingreso anual neto: $110,700...El cliente no tiene deuda",SOUTHERN CALIFORNIA,FALSO
13May2014:15:36:21.000000,6800,700-719,"$20,001-$30,000",Pagos mensuales de deuda verificados: $360,OREGON,FALSO
13May2014:15:46:43.000000,3300,780-799,"$60,001-$70,000",,ARIZONA,FALSO
13May2014:16:16:50.000000,5500,740-759,"$10,001-$20,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
13May2014:16:38:08.000000,3800,700-719,"$1-$10,000",,WASHINGTON STATE,FALSO
13May2014:16:48:30.000000,2500,700-719,"$100,000+","Ingreso mensual neto 16,670",ARIZONA,FALSO
13May2014:17:11:29.000000,2600,700-719,"$1-$10,000","Ingreso mensual neto 1,250...Pagos mensuales de deuda verificados: $90",SOUTHERN CALIFORNIA,FALSO
13May2014:17:25:11.000000,17000,760-779,,"Ingreso mensual neto 1,440",SOUTHERN CALIFORNIA,VERDADERO
13May2014:17:38:45.000000,35000,720-739,,El cliente no tiene deuda,WASHINGTON STATE,VERDADERO
13May2014:17:54:46.000000,3300,780-799,"$80,001-$90,000",,WASHINGTON STATE,FALSO
13May2014:18:20:06.000000,2500,700-719,"$30,001-$40,000","Ingreso mensual neto 1,650",NORTHERN CALIFORNIA,FALSO
13May2014:18:48:43.000000,2900,780-799,,"Ingreso anual neto: $31,100",ARIZONA,FALSO
14May2014:09:09:48.000000,2500,780-799,"$50,001-$60,000","Ingreso anual neto: $78,700",WASHINGTON STATE,FALSO
14May2014:09:23:16.000000,19100,720-739,"$90,001-$100,000",,ARIZONA,FALSO
14May2014:09:30:30.000000,3900,700-719,"$1-$10,000","Ingreso anual neto: $15,000...Pagos mensuales de deuda verificados: $70",ARIZONA,FALSO
14May2014:10:02:09.000000,18200,740-759,"$100,000+","Ingreso anual neto: $131,300",ARIZONA,VERDADERO
14May2014:10:34:47.000000,5400,700-719,"$50,001-$60,000",,NEVADA,FALSO
14May2014:10:44:01.000000,3400,740-759,"$70,001-$80,000","Ingreso anual neto: $54,800",SOUTHERN CALIFORNIA,FALSO
14May2014:10:51:05.000000,2500,740-759,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
14May2014:11:17:03.000000,4800,700-719,"$1-$10,000",,OREGON,FALSO
14May2014:11:36:06.000000,2500,780-799,"$20,001-$30,000","Ingreso mensual neto 3,570",SOUTHERN CALIFORNIA,FALSO
14May2014:11:43:37.000000,2500,780-799,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
14May2014:11:58:17.000000,35000,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,VERDADERO
14May2014:12:24:47.000000,3200,740-759,,El cliente no tiene deuda,ARIZONA,FALSO
14May2014:12:38:05.000000,6200,700-719,"$90,001-$100,000","Ingreso anual neto: $51,500",SOUTHERN CALIFORNIA,FALSO
14May2014:13:06:40.000000,2800,720-739,"$20,001-$30,000",,ARIZONA,FALSO
14May2014:13:12:50.000000,2500,700-719,,"Ingreso mensual neto 8,900",NEVADA,FALSO
14May2014:13:37:14.000000,2500,720-739,"$20,001-$30,000","Ingreso mensual neto 2,700",NORTHERN CALIFORNIA,VERDADERO
14May2014:14:01:44.000000,2500,780-799,"$20,001-$30,000",,NEVADA,FALSO
14May2014:14:26:52.000000,5700,760-779,"$50,001-$60,000",Pagos mensuales de deuda verificados: $950,OREGON,FALSO
14May2014:15:00:29.000000,19500,740-759,,El cliente no tiene deuda,ARIZONA,FALSO
14May2014:15:08:34.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $30,300",WASHINGTON STATE,FALSO
14May2014:15:21:53.000000,4600,700-719,"$50,001-$60,000",Pagos mensuales de deuda verificados: $930,ARIZONA,VERDADERO
14May2014:15:46:57.000000,2500,740-759,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
14May2014:16:16:20.000000,5000,700-719,,,ARIZONA,FALSO
14May2014:16:23:17.000000,3900,700-719,,"Ingreso mensual neto 3,270",SOUTHERN CALIFORNIA,FALSO
14May2014:16:52:29.000000,3000,800+,"$10,001-$20,000","Ingreso mensual neto 7,070",SOUTHERN CALIFORNIA,VERDADERO
14May2014:17:22:06.000000,11600,740-759,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
14May2014:17:37:29.000000,10300,720-739,"$30,001-$40,000","Pagos mensuales de deuda verificados: $580...Ingreso anual neto: $15,400",SOUTHERN CALIFORNIA,FALSO
14May2014:18:06:04.000000,3100,740-759,,"Ingreso anual neto: $24,900...El cliente no tiene deuda",NORTHERN CALIFORNIA,FALSO
14May2014:18:26:20.000000,6800,800+,,"El cliente no tiene deuda...Ingreso mensual neto 2,320",NEVADA,FALSO
14May2014:18:42:07.000000,4900,780-799,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
14May2014:18:55:42.000000,5200,760-779,"$60,001-$70,000","Ingreso anual neto: $30,500",SOUTHERN CALIFORNIA,FALSO
15May2014:09:21:39.000000,12800,780-799,"$30,001-$40,000",,OREGON,FALSO
15May2014:09:54:03.000000,2500,740-759,"$80,001-$90,000","Pagos mensuales de deuda verificados: $1,440",ARIZONA,FALSO
15May2014:10:22:26.000000,11100,700-719,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
15May2014:10:55:51.000000,2800,800+,"$60,001-$70,000","Ingreso mensual neto 4,270",SOUTHERN CALIFORNIA,FALSO
15May2014:11:10:39.000000,2800,780-799,"$100,000+","Ingreso anual neto: $183,900...Pagos mensuales de deuda verificados: $4,810",NEVADA,VERDADERO
15May2014:11:44:27.000000,2500,720-739,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,050...Ingreso anual neto: $75,800",SOUTHERN CALIFORNIA,FALSO
15May2014:12:16:18.000000,2500,740-759,"$10,001-$20,000",Pagos mensuales de deuda verificados: $290,ARIZONA,FALSO
15May2014:12:40:05.000000,2500,800+,,"Ingreso anual neto: $63,300",NEVADA,FALSO
15May2014:12:52:37.000000,2500,720-739,,,ARIZONA,FALSO
15May2014:13:00:36.000000,24200,800+,,,NEVADA,FALSO
15May2014:13:23:09.000000,2500,700-719,"$80,001-$90,000","Pagos mensuales de deuda verificados: $1,480",NORTHERN CALIFORNIA,FALSO
15May2014:13:56:56.000000,19400,740-759,"$70,001-$80,000",,NORTHERN CALIFORNIA,VERDADERO
15May2014:14:07:11.000000,3700,740-759,,"El cliente no tiene deuda...Ingreso anual neto: $200,000",WASHINGTON STATE,FALSO
15May2014:14:27:57.000000,11200,760-779,"$40,001-$50,000","Pagos mensuales de deuda verificados: $700...Ingreso anual neto: $148,800",SOUTHERN CALIFORNIA,FALSO
15May2014:15:01:06.000000,2500,740-759,,,SOUTHERN CALIFORNIA,FALSO
15May2014:15:32:26.000000,2500,700-719,"$10,001-$20,000",,ARIZONA,FALSO
15May2014:15:50:05.000000,5700,720-739,"$10,001-$20,000","Ingreso mensual neto 1,250",SOUTHERN CALIFORNIA,FALSO
15May2014:16:06:17.000000,2500,760-779,,"Ingreso anual neto: $200,000",SOUTHERN CALIFORNIA,FALSO
15May2014:16:28:40.000000,4000,760-779,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
15May2014:16:50:10.000000,18000,800+,,"Ingreso mensual neto 6,170",SOUTHERN CALIFORNIA,VERDADERO
15May2014:17:12:55.000000,6100,800+,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
15May2014:17:46:16.000000,9500,700-719,"$20,001-$30,000","Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,FALSO
15May2014:18:09:39.000000,8400,700-719,"$30,001-$40,000",,NORTHERN CALIFORNIA,FALSO
15May2014:18:37:09.000000,34900,700-719,"$1-$10,000","Ingreso anual neto: $50,900",SOUTHERN CALIFORNIA,FALSO
16May2014:09:06:34.000000,3800,780-799,"$20,001-$30,000","Ingreso anual neto: $93,200...Pagos mensuales de deuda verificados: $430",NORTHERN CALIFORNIA,FALSO
16May2014:09:34:36.000000,4800,700-719,"$20,001-$30,000",,NEVADA,FALSO
16May2014:09:45:12.000000,2500,720-739,"$30,001-$40,000","Ingreso mensual neto 2,170",ARIZONA,FALSO
16May2014:10:00:54.000000,9800,760-779,,,ARIZONA,FALSO
16May2014:10:26:48.000000,5200,760-779,"$10,001-$20,000","Ingreso anual neto: $26,000",SOUTHERN CALIFORNIA,FALSO
16May2014:10:39:00.000000,5100,780-799,"$90,001-$100,000",,ARIZONA,FALSO
16May2014:11:10:04.000000,3600,740-759,"$90,001-$100,000",,NEVADA,FALSO
16May2014:11:33:35.000000,3000,700-719,"$1-$10,000","Ingreso mensual neto 1,330",NORTHERN CALIFORNIA,FALSO
16May2014:11:48:46.000000,8000,740-759,"$1-$10,000","Ingreso anual neto: $15,100",WASHINGTON STATE,FALSO
16May2014:11:58:23.000000,6600,780-799,"$70,001-$80,000","Ingreso mensual neto 6,380",OREGON,FALSO
16May2014:12:06:20.000000,6800,760-779,"$40,001-$50,000",,WASHINGTON STATE,FALSO
16May2014:12:22:05.000000,2500,700-719,"$1-$10,000","Ingreso mensual neto 2,800",NEVADA,VERDADERO
16May2014:12:46:19.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $15,000...Pagos mensuales de deuda verificados: $30",NEVADA,FALSO
16May2014:13:00:18.000000,2500,780-799,"$10,001-$20,000","Pagos mensuales de deuda verificados: $230...Ingreso anual neto: $18,100",SOUTHERN CALIFORNIA,FALSO
16May2014:13:07:26.000000,19500,780-799,"$90,001-$100,000","Ingreso mensual neto 6,190",NORTHERN CALIFORNIA,FALSO
16May2014:13:37:17.000000,16000,780-799,"$50,001-$60,000","Ingreso mensual neto 4,390",NORTHERN CALIFORNIA,FALSO
16May2014:13:51:39.000000,4700,800+,"$1-$10,000","Ingreso mensual neto 3,700...Pagos mensuales de deuda verificados: $120",NORTHERN CALIFORNIA,FALSO
16May2014:14:00:01.000000,4800,740-759,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
16May2014:14:31:30.000000,2500,720-739,"$80,001-$90,000",,NEVADA,FALSO
16May2014:14:54:01.000000,11200,780-799,"$20,001-$30,000","Ingreso mensual neto 7,290",WASHINGTON STATE,FALSO
16May2014:15:18:58.000000,5000,780-799,"$90,001-$100,000","Pagos mensuales de deuda verificados: $1,630",OREGON,FALSO
16May2014:15:39:49.000000,14300,780-799,"$1-$10,000","Ingreso mensual neto 1,250",WASHINGTON STATE,FALSO
16May2014:16:03:25.000000,2500,740-759,,"Ingreso mensual neto 1,480",NEVADA,FALSO
16May2014:16:35:17.000000,3500,720-739,,El cliente no tiene deuda,ARIZONA,FALSO
16May2014:17:06:23.000000,2500,780-799,"$1-$10,000",Pagos mensuales de deuda verificados: $30,SOUTHERN CALIFORNIA,FALSO
16May2014:17:31:29.000000,2500,720-739,"$10,001-$20,000","Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,FALSO
16May2014:17:41:21.000000,2500,740-759,"$50,001-$60,000",,ARIZONA,FALSO
16May2014:18:07:30.000000,15000,760-779,"$10,001-$20,000",,OREGON,FALSO
16May2014:18:41:14.000000,2500,740-759,"$100,000+","Ingreso anual neto: $90,900",NEVADA,VERDADERO
16May2014:18:57:14.000000,2500,760-779,,,ARIZONA,FALSO
19May2014:09:29:43.000000,9700,720-739,,,NEVADA,FALSO
19May2014:09:44:44.000000,2900,700-719,"$10,001-$20,000","Ingreso mensual neto 1,380",NORTHERN CALIFORNIA,FALSO
19May2014:10:01:18.000000,16800,700-719,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
19May2014:10:27:51.000000,7400,800+,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
19May2014:10:43:25.000000,4500,740-759,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
19May2014:11:03:23.000000,6000,700-719,"$40,001-$50,000",,ARIZONA,FALSO
19May2014:11:21:59.000000,7800,720-739,"$20,001-$30,000","Ingreso mensual neto 16,670",ARIZONA,FALSO
19May2014:11:40:34.000000,5600,780-799,,"El cliente no tiene deuda...Ingreso mensual neto 1,250",SOUTHERN CALIFORNIA,FALSO
19May2014:12:00:37.000000,2500,700-719,"$50,001-$60,000",,WASHINGTON STATE,FALSO
19May2014:12:28:00.000000,2800,780-799,,"Ingreso mensual neto 6,730",SOUTHERN CALIFORNIA,FALSO
19May2014:13:01:19.000000,9500,700-719,"$50,001-$60,000","Ingreso anual neto: $57,500",OREGON,FALSO
19May2014:13:07:28.000000,4800,760-779,"$20,001-$30,000","Ingreso anual neto: $115,500",SOUTHERN CALIFORNIA,FALSO
19May2014:13:24:56.000000,6100,780-799,,"Ingreso anual neto: $25,400",NORTHERN CALIFORNIA,FALSO
19May2014:13:43:19.000000,6900,760-779,"$20,001-$30,000",,OREGON,FALSO
19May2014:14:06:22.000000,14800,700-719,,,NORTHERN CALIFORNIA,FALSO
19May2014:14:16:15.000000,6000,800+,"$100,000+","Ingreso anual neto: $200,000",ARIZONA,VERDADERO
19May2014:14:34:47.000000,3400,780-799,"$30,001-$40,000",,ARIZONA,FALSO
19May2014:14:42:56.000000,23200,740-759,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
19May2014:15:07:26.000000,2500,700-719,"$20,001-$30,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
19May2014:15:39:12.000000,4500,720-739,"$100,000+","Ingreso mensual neto 7,150",SOUTHERN CALIFORNIA,VERDADERO
19May2014:16:10:22.000000,4200,720-739,"$80,001-$90,000","Ingreso anual neto: $200,000",SOUTHERN CALIFORNIA,FALSO
19May2014:16:34:25.000000,3100,780-799,"$100,000+",,NORTHERN CALIFORNIA,VERDADERO
19May2014:16:48:14.000000,6300,780-799,,"Ingreso mensual neto 3,580",WASHINGTON STATE,FALSO
19May2014:16:59:49.000000,5200,800+,"$50,001-$60,000","Ingreso anual neto: $60,100",OREGON,FALSO
19May2014:17:17:50.000000,5200,720-739,"$1-$10,000",Pagos mensuales de deuda verificados: $30,NEVADA,FALSO
19May2014:17:38:45.000000,5700,740-759,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
19May2014:18:11:48.000000,2600,740-759,,,NORTHERN CALIFORNIA,FALSO
19May2014:18:20:46.000000,2500,700-719,,"Ingreso mensual neto 2,710...El cliente no tiene deuda",NORTHERN CALIFORNIA,FALSO
19May2014:18:47:33.000000,2600,780-799,,"Ingreso anual neto: $58,200",NORTHERN CALIFORNIA,FALSO
20May2014:09:13:38.000000,12900,780-799,,"Ingreso mensual neto 8,350",ARIZONA,FALSO
20May2014:09:33:41.000000,2500,740-759,"$100,000+","Pagos mensuales de deuda verificados: $3,200",NEVADA,VERDADERO
20May2014:10:05:53.000000,2500,780-799,"$80,001-$90,000","Ingreso mensual neto 7,930",ARIZONA,FALSO
20May2014:10:28:17.000000,19100,740-759,"$1-$10,000",,SOUTHERN CALIFORNIA,FALSO
20May2014:10:53:33.000000,23700,720-739,"$10,001-$20,000","Ingreso anual neto: $16,900",NEVADA,FALSO
20May2014:11:19:48.000000,3900,780-799,,"Ingreso mensual neto 11,670",WASHINGTON STATE,FALSO
20May2014:11:39:24.000000,17500,740-759,,,NEVADA,FALSO
20May2014:11:45:14.000000,2500,780-799,"$20,001-$30,000","Ingreso anual neto: $72,600",ARIZONA,FALSO
20May2014:12:12:18.000000,18800,800+,,,SOUTHERN CALIFORNIA,FALSO
20May2014:12:29:09.000000,8900,800+,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
20May2014:12:35:03.000000,3000,720-739,"$40,001-$50,000","Pagos mensuales de deuda verificados: $700...Ingreso anual neto: $91,700",ARIZONA,FALSO
20May2014:12:48:40.000000,2500,780-799,"$20,001-$30,000","Ingreso anual neto: $36,700",ARIZONA,FALSO
20May2014:13:18:11.000000,3500,740-759,"$40,001-$50,000",,NEVADA,FALSO
20May2014:13:42:35.000000,3000,700-719,"$50,001-$60,000",,ARIZONA,FALSO
20May2014:14:10:08.000000,2500,720-739,"$30,001-$40,000","Ingreso mensual neto 2,340",ARIZONA,FALSO
20May2014:14:31:18.000000,2500,740-759,,,WASHINGTON STATE,FALSO
20May2014:14:49:45.000000,2500,720-739,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
20May2014:14:59:12.000000,4900,780-799,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
20May2014:15:15:28.000000,2500,780-799,"$100,000+","Ingreso anual neto: $84,800",SOUTHERN CALIFORNIA,VERDADERO
20May2014:15:47:06.000000,6500,740-759,"$30,001-$40,000",,OREGON,FALSO
20May2014:16:18:25.000000,2500,740-759,"$50,001-$60,000","Ingreso mensual neto 7,110",ARIZONA,FALSO
20May2014:16:46:07.000000,5200,780-799,"$1-$10,000","Ingreso anual neto: $58,700",OREGON,VERDADERO
20May2014:17:12:20.000000,5200,760-779,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
20May2014:17:39:41.000000,3500,740-759,"$10,001-$20,000","Ingreso mensual neto 2,800",NORTHERN CALIFORNIA,FALSO
20May2014:18:08:03.000000,2500,800+,"$90,001-$100,000",,NORTHERN CALIFORNIA,FALSO
20May2014:18:26:12.000000,4100,780-799,"$10,001-$20,000","Pagos mensuales de deuda verificados: $310...Ingreso anual neto: $26,400",NEVADA,FALSO
20May2014:18:38:12.000000,5800,740-759,"$60,001-$70,000",,NORTHERN CALIFORNIA,FALSO
21May2014:09:08:40.000000,2700,760-779,,,SOUTHERN CALIFORNIA,FALSO
21May2014:09:41:26.000000,14900,800+,,,NORTHERN CALIFORNIA,FALSO
21May2014:09:50:32.000000,3400,780-799,,"Ingreso mensual neto 2,080",SOUTHERN CALIFORNIA,FALSO
21May2014:10:12:20.000000,5500,760-779,,,NORTHERN CALIFORNIA,FALSO
21May2014:10:24:52.000000,2500,780-799,"$20,001-$30,000",Pagos mensuales de deuda verificados: $360,OREGON,FALSO
21May2014:10:56:47.000000,2500,720-739,,"Ingreso mensual neto 5,850",NEVADA,FALSO
21May2014:11:19:20.000000,2700,760-779,"$20,001-$30,000","Ingreso mensual neto 4,110",ARIZONA,VERDADERO
21May2014:11:50:27.000000,2500,720-739,,"Ingreso anual neto: $102,400...El cliente no tiene deuda",SOUTHERN CALIFORNIA,FALSO
21May2014:12:06:51.000000,4800,760-779,,"Ingreso mensual neto 5,320",NEVADA,FALSO
21May2014:12:20:05.000000,3000,780-799,"$100,000+","Ingreso anual neto: $150,900",ARIZONA,VERDADERO
21May2014:12:49:47.000000,2500,700-719,"$50,001-$60,000","Ingreso anual neto: $158,700",SOUTHERN CALIFORNIA,FALSO
21May2014:13:02:58.000000,5100,700-719,"$50,001-$60,000",,NEVADA,FALSO
21May2014:13:17:49.000000,26300,700-719,"$1-$10,000","Ingreso anual neto: $93,600",WASHINGTON STATE,FALSO
21May2014:13:47:18.000000,3100,700-719,,,ARIZONA,FALSO
21May2014:14:12:22.000000,5300,700-719,"$40,001-$50,000",,NEVADA,FALSO
21May2014:14:46:27.000000,2500,780-799,,"Ingreso anual neto: $21,400",NORTHERN CALIFORNIA,FALSO
21May2014:15:20:18.000000,17000,760-779,,,ARIZONA,FALSO
21May2014:15:44:37.000000,2500,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
21May2014:15:56:05.000000,2500,760-779,,"Ingreso anual neto: $98,700",ARIZONA,FALSO
21May2014:16:06:06.000000,2900,760-779,,,OREGON,FALSO
21May2014:16:14:52.000000,6100,760-779,"$100,000+","Pagos mensuales de deuda verificados: $2,330",NORTHERN CALIFORNIA,VERDADERO
21May2014:16:25:39.000000,2500,800+,"$1-$10,000","Pagos mensuales de deuda verificados: $90...Ingreso anual neto: $15,000",ARIZONA,VERDADERO
21May2014:16:53:06.000000,13000,740-759,,"Ingreso anual neto: $22,600",ARIZONA,FALSO
21May2014:17:19:45.000000,6300,800+,,"Ingreso anual neto: $15,000",NEVADA,FALSO
21May2014:17:38:31.000000,6700,760-779,"$30,001-$40,000","Ingreso mensual neto 6,320",WASHINGTON STATE,FALSO
21May2014:18:00:15.000000,4900,740-759,"$1-$10,000",Pagos mensuales de deuda verificados: $70,SOUTHERN CALIFORNIA,FALSO
21May2014:18:24:30.000000,4400,740-759,"$10,001-$20,000","Ingreso anual neto: $24,500...Pagos mensuales de deuda verificados: $200",WASHINGTON STATE,VERDADERO
21May2014:18:53:14.000000,4900,700-719,,El cliente no tiene deuda,OREGON,FALSO
22May2014:09:00:03.000000,4400,740-759,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
22May2014:09:19:27.000000,3500,720-739,"$20,001-$30,000","Ingreso mensual neto 1,580",NEVADA,FALSO
22May2014:09:30:56.000000,13500,740-759,"$10,001-$20,000","Ingreso anual neto: $76,800",ARIZONA,FALSO
22May2014:10:00:21.000000,3600,760-779,"$10,001-$20,000","Ingreso mensual neto 3,470",ARIZONA,FALSO
22May2014:10:32:10.000000,5500,720-739,,,NORTHERN CALIFORNIA,FALSO
22May2014:11:00:26.000000,4900,760-779,"$50,001-$60,000",,OREGON,FALSO
22May2014:11:12:03.000000,3300,780-799,"$50,001-$60,000",,ARIZONA,FALSO
22May2014:11:19:48.000000,2500,760-779,"$20,001-$30,000",,ARIZONA,FALSO
22May2014:11:41:35.000000,2600,740-759,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,100",SOUTHERN CALIFORNIA,FALSO
22May2014:11:57:26.000000,3100,780-799,"$20,001-$30,000",,NEVADA,FALSO
22May2014:12:10:37.000000,2700,780-799,"$50,001-$60,000",,NEVADA,VERDADERO
22May2014:12:34:19.000000,10800,720-739,"$50,001-$60,000","Ingreso mensual neto 2,430",ARIZONA,FALSO
22May2014:12:52:09.000000,2500,780-799,,,NEVADA,FALSO
22May2014:13:03:23.000000,2500,740-759,"$20,001-$30,000","Ingreso anual neto: $34,100",WASHINGTON STATE,FALSO
22May2014:13:25:56.000000,4200,740-759,,,SOUTHERN CALIFORNIA,FALSO
22May2014:13:32:14.000000,8500,720-739,,"Ingreso anual neto: $77,400",SOUTHERN CALIFORNIA,FALSO
22May2014:13:49:30.000000,2500,740-759,,El cliente no tiene deuda,ARIZONA,FALSO
22May2014:14:07:53.000000,3900,780-799,,,NEVADA,FALSO
22May2014:14:28:36.000000,16500,760-779,"$20,001-$30,000",,WASHINGTON STATE,FALSO
22May2014:14:58:58.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $15,000...Pagos mensuales de deuda verificados: $120",SOUTHERN CALIFORNIA,VERDADERO
22May2014:15:22:14.000000,2500,760-779,"$20,001-$30,000","Pagos mensuales de deuda verificados: $430...Ingreso anual neto: $31,800",SOUTHERN CALIFORNIA,FALSO
22May2014:15:29:15.000000,2500,760-779,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
22May2014:15:59:06.000000,2500,740-759,"$20,001-$30,000","Ingreso mensual neto 3,330",NORTHERN CALIFORNIA,FALSO
22May2014:16:33:05.000000,2900,700-719,"$20,001-$30,000","Pagos mensuales de deuda verificados: $490...Ingreso mensual neto 4,830",NORTHERN CALIFORNIA,FALSO
22May2014:17:05:35.000000,2500,700-719,"$20,001-$30,000",,ARIZONA,FALSO
